12,50000	13,33333	14,16667	15,00000	15,83333	16,66667	17,50000	18,33333	19,16667	20,00000	20,83333	21,66667	22,50000	23,33333	24,16667	25,00000	25,83333	26,66667	27,50000	28,33333	29,16667	30,00000	30,83333	31,66667	32,50000	33,33333	34,16667	35,00000	35,83333	36,66667	37,50000
12,50000	13,33333	14,16667	15,00000	15,83333	16,66667	17,50000	18,33333	19,16667	20,00000	20,83333	21,66667	22,50000	23,33333	24,16667	25,00000	25,83333	26,66667	27,50000	28,33333	29,16667	30,00000	30,83333	31,66667	32,50000	33,33333	34,16667	35,00000	35,83333	36,66667	37,50000
0,00082	0,00078	0,00030	0,00033	0,00037	0,00034	0,00133	0,00136	0,00072	0,00035	0,00066	0,00140	0,00141	0,00109	0,00204	0,00352	0,00427	0,00477	0,00466	0,00407	0,00331	0,00286	0,00237	0,00209	0,00191	0,00144	0,00133	0,00116	0,00105	0,00101	0,00092
0,00100	0,00015	0,00008	0,00019	0,00043	0,00137	0,00167	0,00114	0,00069	0,00097	0,00207	0,00165	0,00033	0,00076	0,00197	0,00280	0,00291	0,00263	0,00209	0,00154	0,00110	0,00109	0,00116	0,00119	0,00139	0,00164	0,00183	0,00167	0,00135	0,00103	0,00110
0,00029	0,00015	0,00013	0,00039	0,00088	0,00092	0,00075	0,00098	0,00065	0,00111	0,00071	0,00026	0,00051	0,00130	0,00200	0,00223	0,00205	0,00183	0,00166	0,00131	0,00120	0,00090	0,00103	0,00107	0,00102	0,00090	0,00105	0,00093	0,00085	0,00084	0,00064
0,00052	0,00013	0,00031	0,00035	0,00025	0,00026	0,00092	0,00058	0,00072	0,00083	0,00069	0,00116	0,00187	0,00226	0,00187	0,00153	0,00167	0,00176	0,00161	0,00139	0,00133	0,00163	0,00192	0,00177	0,00126	0,00109	0,00116	0,00106	0,00084	0,00064	0,00047
0,00031	0,00003	0,00032	0,00048	0,00013	0,00044	0,00043	0,00080	0,00121	0,00109	0,00131	0,00199	0,00260	0,00218	0,00245	0,00236	0,00212	0,00125	0,00089	0,00073	0,00074	0,00117	0,00172	0,00221	0,00240	0,00238	0,00236	0,00230	0,00188	0,00097	0,00028
0,00023	0,00014	0,00054	0,00067	0,00060	0,00065	0,00053	0,00054	0,00036	0,00037	0,00083	0,00156	0,00302	0,00498	0,00615	0,00515	0,00392	0,00352	0,00331	0,00284	0,00267	0,00264	0,00332	0,00419	0,00516	0,00532	0,00459	0,00321	0,00178	0,00056	0,00001
0,00024	0,00033	0,00097	0,00103	0,00098	0,00057	0,00048	0,00034	0,00029	0,00086	0,00188	0,00322	0,00440	0,00527	0,00587	0,00620	0,00721	0,00730	0,00660	0,00513	0,00397	0,00363	0,00392	0,00476	0,00495	0,00485	0,00427	0,00328	0,00232	0,00117	0,00037
0,00031	0,00067	0,00162	0,00121	0,00062	0,00090	0,00099	0,00063	0,00088	0,00198	0,00294	0,00289	0,00373	0,00575	0,00784	0,00899	0,00964	0,00891	0,00778	0,00616	0,00451	0,00318	0,00263	0,00264	0,00229	0,00187	0,00131	0,00071	0,00032	0,00020	0,00060
