19,90000	20,10000	20,30000	20,50000	20,70000	20,90000	21,10000	21,30000	21,50000	21,70000	21,90000	22,10000	22,30000	22,50000	22,70000	22,90000	23,10000	23,30000	23,50000	23,70000	23,90000	24,10000	24,30000	24,50000	24,70000
22,00000	22,20000	22,40000	22,60000	22,80000	23,00000	23,20000	23,40000	23,60000	23,80000	24,00000	24,20000	24,40000	24,60000	24,80000	25,00000	25,20000	25,40000	25,60000	25,80000	26,00000	26,20000	26,40000	26,60000	26,80000
0,09532	0,11058	0,11585	0,13237	0,13967	0,15843	0,18436	0,21549	0,23316	0,27962	0,30920	0,36149	0,40753	0,42281	0,42876	0,41010	0,39022	0,35773	0,33593	0,32189	0,29227	0,29089	0,27245	0,09532	0,22731
0,09578	0,10597	0,11587	0,13070	0,14494	0,17205	0,18829	0,23529	0,27753	0,30866	0,35378	0,39773	0,42871	0,45133	0,44893	0,42860	0,39872	0,36834	0,33908	0,34005	0,31132	0,32164	0,29243	0,09532	0,09532
0,09552	0,10320	0,11464	0,12905	0,14431	0,18085	0,20080	0,24245	0,29785	0,33381	0,38329	0,43572	0,45990	0,47477	0,46723	0,43721	0,40843	0,38304	0,35520	0,35236	0,33089	0,34739	0,32529	0,09532	0,09532
0,09053	0,10138	0,11175	0,13117	0,15362	0,18948	0,22404	0,26256	0,32430	0,36185	0,40721	0,46207	0,48549	0,49472	0,48185	0,45140	0,42477	0,39380	0,36480	0,35446	0,35099	0,36873	0,35536	0,09532	0,09532
0,08930	0,10103	0,11502	0,13133	0,16263	0,19358	0,24425	0,28386	0,33988	0,38474	0,44455	0,47673	0,50509	0,51202	0,50152	0,45918	0,44063	0,40702	0,37706	0,35594	0,36505	0,39209	0,38370	0,09532	0,09532
0,09086	0,09987	0,11512	0,13946	0,17216	0,20438	0,25030	0,29623	0,36877	0,42433	0,46894	0,50688	0,53175	0,53004	0,51267	0,48333	0,45617	0,41988	0,38725	0,36402	0,37677	0,40794	0,39799	0,09532	0,09532
0,08685	0,09697	0,11286	0,14414	0,17757	0,21608	0,27079	0,32231	0,38001	0,42358	0,48321	0,53052	0,55436	0,55081	0,52849	0,49771	0,46073	0,42460	0,40493	0,37583	0,38222	0,41777	0,40220	0,09532	0,09532
0,08423	0,09653	0,11428	0,14290	0,17477	0,22304	0,26613	0,32111	0,38201	0,45413	0,50400	0,55173	0,57348	0,57326	0,55371	0,51357	0,47376	0,44149	0,41104	0,37983	0,37741	0,41570	0,38470	0,09532	0,09532
