22,50000	22,66667	22,83333	23,00000	23,16667	23,33333	23,50000	23,66667	23,83333	24,00000	24,16667	24,33333	24,50000	24,66667	24,83333	25,00000	25,16667	25,33333	25,50000	25,66667	25,83333	26,00000	26,16667	26,33333	26,50000	26,66667	26,83333	27,00000	27,16667	27,33333	27,50000
22,50000	22,66667	22,83333	23,00000	23,16667	23,33333	23,50000	23,66667	23,83333	24,00000	24,16667	24,33333	24,50000	24,66667	24,83333	25,00000	25,16667	25,33333	25,50000	25,66667	25,83333	26,00000	26,16667	26,33333	26,50000	26,66667	26,83333	27,00000	27,16667	27,33333	27,50000
-0,00423	-0,00452	-0,00440	-0,00390	-0,00418	-0,00459	-0,00447	-0,00497	-0,00478	-0,00512	-0,00454	-0,00640	-0,00162	-0,00387	-0,00496	-0,00344	-0,00345	-0,00585	-0,00338	-0,00683	-0,00163	-0,00129	-0,00317	-0,00436	-0,00477	-0,00378	-0,00396	-0,00475	-0,00131	-0,00340	-0,00454
-0,00459	-0,00438	-0,00342	-0,00395	-0,00441	-0,00421	-0,00415	-0,00405	-0,00469	-0,00473	-0,00408	-0,00399	-0,00276	-0,00404	-0,00464	-0,00249	-0,00398	-0,00488	-0,00280	-0,00669	0,00030	-0,00520	-0,00629	-0,00390	-0,00376	-0,00447	-0,00385	-0,00514	-0,00093	-0,00464	-0,00507
-0,00468	-0,00370	-0,00418	-0,00422	-0,00373	-0,00449	-0,00458	-0,00354	-0,00411	-0,00419	-0,00420	-0,00188	-0,00201	-0,00449	-0,00378	-0,00523	-0,00339	-0,00376	-0,00185	-0,00618	-0,00101	-0,00464	-0,00199	-0,00381	-0,00389	-0,00517	-0,00448	-0,00564	-0,00618	-0,00519	-0,00515
-0,00456	-0,00422	-0,00417	-0,00426	-0,00422	-0,00422	-0,00418	-0,00424	-0,00484	-0,00464	-0,00443	-0,00389	-0,00271	-0,00452	-0,00481	-0,00535	-0,00228	-0,00357	-0,00261	-0,00564	-0,00041	-0,00571	-0,00400	-0,00439	-0,00376	-0,00423	-0,00410	-0,00254	-0,00572	-0,00530	-0,00804
-0,00454	-0,00465	-0,00420	-0,00408	-0,00456	-0,00445	-0,00392	-0,00374	-0,00396	-0,00363	-0,00484	-0,00203	-0,00299	-0,00462	-0,00380	-0,00565	-0,00276	-0,00466	-0,00201	-0,00486	-0,00162	-0,00659	-0,00259	-0,00507	-0,00391	-0,00445	-0,00526	-0,00258	1,05552	-0,00323	-0,00581
-0,00378	-0,00479	-0,00409	-0,00432	-0,00463	-0,00464	-0,00414	-0,00358	-0,00439	-0,00411	-0,00390	-0,00600	-0,00435	-0,00404	-0,00494	-0,00450	-0,00586	-0,00505	-0,00181	-0,00398	0,00022	-0,00315	-0,00093	-0,00444	-0,00423	-0,00446	-0,00346	-0,00199	-0,00447	-0,00328	-0,00612
-0,00390	-0,00421	-0,00400	-0,00469	-0,00451	-0,00391	-0,00424	-0,00470	-0,00438	-0,00445	-0,00383	-0,00321	-0,00672	-0,00453	-0,00436	-0,00430	-0,00393	-0,00645	-0,00399	-0,00492	-0,00533	-0,00076	-0,00175	-0,00422	-0,00495	-0,00454	-0,00368	-0,00205	-0,00514	-0,00365	-0,00504
-0,00400	-0,00468	-0,00439	-0,00387	-0,00409	-0,00473	-0,00456	-0,00389	-0,00400	-0,00396	-0,00357	-0,00679	-0,00507	-0,00418	-0,00451	-0,00366	-0,00238	-0,00485	-0,00511	-0,00323	-0,00384	-0,00082	-0,00487	-0,00442	-0,00453	-0,00454	-0,00374	-0,00401	-0,00443	-0,00266	-0,00487
-0,00475	-0,00457	-0,00419	-0,00432	-0,00424	-0,00416	-0,00440	-0,00475	-0,00361	-0,00427	-0,00464	-0,00588	-0,00184	-0,00374	-0,00524	-0,00276	-0,00509	-0,00252	-0,00344	-0,00495	-0,00491	-0,00199	-0,00444	-0,00417	-0,00440	-0,00478	-0,00408	-0,00451	-0,00470	-0,00353	-0,00317
-0,00376	-0,00440	-0,00387	-0,00418	-0,00454	-0,00369	-0,00462	-0,00426	-0,00362	-0,00406	-0,00455	-0,00413	-0,00220	-0,00448	-0,00432	-0,00321	-0,00459	-0,00362	-0,00331	-0,00604	-0,00711	-0,00116	-0,00456	-0,00464	-0,00438	-0,00432	-0,00432	-0,00460	-0,00517	-0,00488	-0,00274
-0,00451	-0,00484	-0,00450	-0,00435	-0,00432	-0,00374	-0,00465	-0,00468	-0,00413	-0,00479	-0,00389	-0,00567	-0,00210	-0,00410	-0,00509	-0,00487	-0,00315	-0,00554	-0,00519	-0,00543	-0,00540	-0,00233	-0,00505	-0,00498	-0,00445	-0,00435	-0,00415	-0,00516	-0,00488	-0,00459	-0,00291
-0,00488	-0,00464	-0,00400	-0,00362	-0,00369	-0,00440	-0,00427	-0,00362	-0,00420	-0,00441	-0,00778	-0,00466	-0,00199	-0,00412	-0,00393	-0,00456	-0,00459	-0,00516	-0,00265	-0,00497	-0,00338	-0,00053	-0,00498	-0,00378	-0,00377	-0,00487	-0,00375	-0,00481	-0,00483	-0,00532	-0,00211
-0,00436	-0,00477	-0,00481	-0,00369	-0,00423	-0,00355	-0,00469	-0,00422	-0,00491	-0,00377	-0,00455	-0,00151	-0,00487	-0,00430	-0,00429	-0,00497	-0,00285	-0,00502	-0,00128	-0,00514	-0,00063	-0,00132	-0,00456	-0,00406	-0,00422	-0,00470	-0,00438	-0,00449	-0,00506	-0,00469	-0,00501
