26,50000	26,62500	26,75000	26,87500	27,00000	27,12500	27,25000	27,37500	27,50000	27,62500	27,75000	27,87500	28,00000	28,12500	28,25000	28,37500	28,50000	28,62500	28,75000	28,87500	29,00000	29,12500	29,25000	29,37500	29,50000	29,62500	29,75000	29,87500	30,00000	30,12500	30,25000	30,37500	30,50000	30,62500	30,75000	30,87500	31,00000	31,12500	31,25000	31,37500	31,50000
21,80000	21,92500	22,05000	22,17500	22,30000	22,42500	22,55000	22,67500	22,80000	22,92500	23,05000	23,17500	23,30000	23,42500	23,55000	23,67500	23,80000	23,92500	24,05000	24,17500	24,30000	24,42500	24,55000	24,67500	24,80000	24,92500	25,05000	25,17500	25,30000	25,42500	25,55000	25,67500	25,80000	25,92500	26,05000	26,17500	26,30000	26,42500	26,55000	26,67500	26,80000
2,16845	2,00407	1,88697	1,62851	1,52825	1,56978	1,63364	1,86540	1,98072	2,18140	2,12557	2,20248	2,09403	1,79368	1,66202	1,23352	1,02984	0,72601	0,66501	0,55709	0,59895	0,65422	0,71344	1,00508	1,09919	1,46239	1,62335	1,76977	1,91811	1,90137	2,01475	2,11320	1,96454	1,64426	1,52407	1,20738	1,13740	0,92567	0,77240	0,38928	0,33920
2,33405	2,15138	1,88138	1,77362	1,66646	1,91022	2,04461	2,31557	2,41066	2,53496	2,48015	2,46068	2,11343	1,89404	1,53371	1,23102	0,95280	0,75879	0,60227	0,61068	0,62433	0,80318	0,92074	1,20363	1,50898	1,78326	2,05599	2,25424	2,47183	2,57942	2,69444	2,68093	2,48386	2,25398	2,13290	1,79671	1,54518	1,54078	1,07752	0,74393	0,55972
2,26581	2,19791	2,06023	2,06378	1,93495	2,20610	2,47541	2,69970	2,81042	2,85136	2,70513	2,59001	2,28097	1,97401	1,61667	1,17995	0,98249	0,75343	0,71387	0,71575	0,76422	0,91850	1,19058	1,52351	1,82232	2,19199	2,47317	2,75590	2,92009	2,98441	3,05556	3,09483	3,00364	2,77609	2,66478	2,55393	2,17506	2,08973	1,59250	1,27952	0,76885
2,50366	2,32967	2,26440	2,31951	2,26322	2,68402	2,91407	3,08417	3,12386	3,07924	2,81147	2,55410	2,23372	1,87299	1,45377	1,13882	0,95346	0,81781	0,69299	0,76925	0,90864	1,11274	1,42339	1,77513	2,19735	2,49632	2,91436	3,19956	3,27180	3,41721	3,36180	3,45457	3,42780	3,41008	3,16381	3,05454	2,72305	2,54900	2,14316	1,66633	1,23411
2,51796	2,52569	2,41793	2,59165	2,69037	2,96083	3,17799	3,29522	3,28916	3,18969	2,93268	2,60928	2,24799	1,81272	1,45722	1,17265	0,93258	0,83251	0,78302	0,84527	1,05056	1,31724	1,63962	2,08986	2,52339	2,94070	3,26279	3,40518	3,50767	3,54572	3,67212	3,67419	3,75051	3,71368	3,54003	3,60408	3,33464	3,12143	2,67041	2,18058	1,67185
2,63831	2,61503	2,70829	2,84630	2,98493	3,38331	3,45437	3,42385	3,24500	3,05915	2,72460	2,47748	2,09647	1,68892	1,39116	1,16772	0,98881	0,86783	0,88486	1,01288	1,25299	1,62315	1,96273	2,43848	2,82683	3,23695	3,41432	3,54276	3,72888	3,73259	3,73197	3,77567	3,82854	3,59287	3,81013	3,75965	3,62289	3,43467	2,96977	2,64219	2,03281
2,74222	2,67586	2,87816	3,09802	3,21801	3,42073	3,41882	3,40616	3,23478	2,98450	2,63493	2,28347	2,06349	1,59490	1,38988	1,15276	1,02320	1,02623	1,04826	1,21570	1,50316	1,88306	2,31323	2,72900	3,08789	3,40051	3,59504	3,68873	3,65515	3,80835	3,68517	3,71490	3,93114	3,84775	3,71414	4,12350	3,94410	3,47709	3,27509	3,05116	2,43865
2,81512	2,89786	2,99440	3,19219	3,27410	3,43431	3,33500	3,32405	3,16391	2,81585	2,42434	2,08818	1,80706	1,56284	1,35598	1,20370	1,07131	1,16598	1,17308	1,45344	1,68287	2,15362	2,43352	2,95629	3,23418	3,45644	3,46499	3,69767	3,74265	3,77728	3,67495	3,67041	3,66949	3,80319	3,82670	3,84896	3,66337	3,47397	3,39377	3,23484	2,85419
2,77876	2,92298	3,07977	3,27243	3,34872	3,32461	3,32481	3,16635	2,87050	2,53486	2,15812	1,93491	1,71943	1,46867	1,41780	1,29386	1,21300	1,21718	1,29708	1,60868	1,92298	2,36377	2,72305	3,03597	3,33444	3,40705	3,48755	3,46193	3,54470	3,56449	3,63647	3,33599	3,55118	3,53250	3,70517	3,77195	3,64976	3,48248	3,32195	3,24990	2,79303
2,73558	3,01528	3,10492	3,21949	3,38607	3,32366	3,13596	2,88395	2,52697	2,22751	1,96471	1,75833	1,63223	1,50313	1,49339	1,40448	1,37475	1,35762	1,46334	1,62381	2,08318	2,43342	2,76741	2,88270	3,21465	3,27940	3,31189	3,28341	3,31067	3,28344	3,23935	3,06043	3,24490	3,22804	3,51066	3,37354	3,28446	3,00354	3,18749	3,01982	2,79493
2,67192	2,81019	2,95708	3,08999	3,22245	2,98391	2,87053	2,43894	2,22948	1,99519	1,75929	1,61440	1,62276	1,54163	1,52312	1,51342	1,45370	1,41484	1,54857	1,78766	2,05638	2,43033	2,63463	2,89990	2,97543	2,94041	3,02834	3,01413	2,89927	2,81983	2,78510	2,63022	2,70934	2,82331	2,95090	2,95054	2,75686	2,69112	2,75580	2,79234	2,53447
2,47959	2,69481	2,92449	2,94356	2,90272	2,64486	2,36443	2,09571	1,87020	1,70352	1,55390	1,55521	1,56514	1,66304	1,70315	1,65584	1,58971	1,53792	1,60322	1,71292	2,08417	2,25391	2,53424	2,72966	2,89450	2,69372	2,68642	2,61671	2,52286	2,30347	2,41359	2,21462	2,23375	2,26877	2,33773	2,25792	2,20350	2,10567	2,30350	2,32573	2,19900
2,39301	2,53956	2,64732	2,69563	2,61520	2,26953	2,08858	1,71318	1,53147	1,46301	1,42753	1,49300	1,60289	1,68313	1,78875	1,68168	1,57823	1,55341	1,57353	1,65955	1,96313	2,16263	2,34500	2,47298	2,52388	2,35328	2,35381	2,15335	2,11646	2,00466	1,93130	1,87424	1,91617	1,73443	1,91597	1,79375	1,69434	1,63877	1,68162	1,79565	1,83396
2,23385	2,26368	2,42244	2,35973	2,20840	1,88335	1,67244	1,50674	1,27706	1,24398	1,37449	1,49330	1,63341	1,76300	1,78316	1,67379	1,67310	1,54114	1,51996	1,58116	1,85333	1,93307	2,18768	2,17164	2,18209	2,08361	1,99433	1,85386	1,71476	1,64311	1,64604	1,61062	1,53818	1,54745	1,53469	1,44190	1,32434	1,17515	1,23201	1,34299	1,43851
1,98437	2,09805	2,10396	2,00390	1,87191	1,55525	1,33569	1,13352	1,10935	1,12829	1,27719	1,47416	1,62335	1,76313	1,81436	1,70128	1,61102	1,49862	1,35440	1,44344	1,66919	1,73367	1,98371	1,94583	1,96369	1,76277	1,70319	1,55877	1,56436	1,44266	1,42644	1,39935	1,41862	1,37498	1,28413	1,20231	1,05378	1,02291	0,95326	1,03320	1,01367
1,62147	1,69270	1,76783	1,66320	1,54854	1,16743	1,11935	0,91235	0,98226	0,99854	1,22195	1,44779	1,66961	1,78296	1,83781	1,71315	1,54367	1,34677	1,36975	1,38616	1,61286	1,69382	1,73817	1,85297	1,77665	1,64285	1,56294	1,41556	1,30438	1,36344	1,32441	1,33388	1,34414	1,31379	1,20034	1,18962	0,97351	0,87924	0,82768	0,79651	0,81160
1,33417	1,39853	1,47465	1,27696	1,19380	0,92919	0,84912	0,74518	0,80118	0,92524	1,18304	1,45545	1,70414	1,82114	1,84291	1,71877	1,52102	1,35584	1,30271	1,39859	1,52111	1,65350	1,72785	1,70266	1,71427	1,51375	1,45587	1,40757	1,27288	1,27995	1,29028	1,34223	1,38432	1,40385	1,24467	1,18064	1,11274	0,93379	0,77276	0,64311	0,64370
1,06490	1,13231	1,11317	0,98216	0,93310	0,71522	0,69621	0,64758	0,70805	0,88328	1,13527	1,39918	1,66143	1,75984	1,73176	1,56317	1,40336	1,34190	1,33809	1,44617	1,58224	1,72367	1,75123	1,80861	1,67379	1,54443	1,42053	1,34480	1,26229	1,30290	1,24371	1,37538	1,35907	1,47120	1,36476	1,40941	1,29310	1,16716	0,90472	0,75941	0,58043
0,83560	0,81045	0,91265	0,77789	0,71367	0,56511	0,56310	0,56304	0,68194	0,78138	1,08492	1,38606	1,58165	1,69368	1,73331	1,57807	1,44640	1,35436	1,38442	1,57744	1,69207	1,84406	1,87592	1,88424	1,74294	1,69576	1,50859	1,45476	1,40819	1,44986	1,48041	1,59079	1,62338	1,82453	1,62164	1,81706	1,54242	1,45505	1,14319	0,89690	0,63735
0,64663	0,59332	0,64067	0,59299	0,53183	0,42289	0,46317	0,53078	0,62298	0,80269	1,04809	1,34427	1,56475	1,69299	1,67862	1,56764	1,49313	1,52026	1,47041	1,77615	1,92156	2,02031	2,12054	2,07809	2,02925	1,88996	1,79210	1,75988	1,73334	1,85547	1,73535	1,99670	2,08782	2,21905	2,06296	2,09962	2,03267	1,87895	1,35374	1,14092	0,80134
0,46169	0,46679	0,49915	0,44259	0,44548	0,40698	0,42888	0,48573	0,59276	0,79457	1,09337	1,30968	1,54384	1,64262	1,76201	1,57774	1,56146	1,58366	1,73400	2,07332	2,24941	2,43536	2,41352	2,43434	2,39021	2,35082	2,22142	2,28423	2,22537	2,32925	2,41336	2,59119	2,77471	2,68642	2,62029	2,68599	2,64867	2,44503	1,88970	1,48833	1,07266
0,32049	0,34272	0,39044	0,36926	0,38110	0,36318	0,45298	0,48553	0,61279	0,80825	1,10268	1,37475	1,55604	1,74886	1,75340	1,69336	1,73347	1,80111	2,00400	2,39343	2,57357	2,81858	2,98128	3,05517	3,15415	2,85748	2,86021	2,94597	3,11442	3,22524	3,29429	3,26401	3,34326	3,33106	3,37298	3,24454	3,13826	2,90108	2,36367	1,89644	1,40402
0,25407	0,27502	0,33279	0,34295	0,38323	0,36817	0,44420	0,49300	0,59184	0,83445	1,07197	1,40438	1,53535	1,74781	1,74258	1,80039	1,84767	2,03629	2,33839	2,74515	2,94426	3,36588	3,47466	3,47413	3,70980	3,56611	3,61158	3,65509	3,81855	3,87277	4,03094	3,58005	3,86567	3,83532	3,47403	3,88379	3,70145	3,38860	2,84373	2,26831	1,64288
0,22194	0,29330	0,31704	0,32552	0,37396	0,41286	0,45268	0,57343	0,62279	0,90354	1,09429	1,45403	1,72295	1,81956	1,85369	1,93347	2,09354	2,31599	2,54466	3,21314	3,49422	3,76824	3,78402	4,02380	4,17503	4,06681	4,30426	4,16494	4,07655	4,27440	4,26158	3,69435	4,18750	3,86741	4,20196	4,29417	4,15994	3,70027	3,08131	2,59898	1,88733
0,24565	0,29974	0,32250	0,36729	0,38175	0,42730	0,46541	0,57030	0,68214	0,92837	1,15151	1,52269	1,67330	1,88700	1,93777	2,14290	2,23767	2,43947	2,85978	3,42458	3,81391	4,07050	4,32093	4,40709	4,49814	4,33402	4,47848	4,04054	4,21479	3,83233	4,38621	3,61201	4,01782	3,40554	4,23097	4,26826	4,13561	3,83400	3,42254	2,82328	2,12580
0,26377	0,34427	0,36318	0,41171	0,39024	0,42338	0,46442	0,56300	0,70920	0,94257	1,27252	1,59139	1,76737	2,09995	2,09614	2,19706	2,31389	2,64499	3,05402	3,67432	4,00092	4,20489	4,61774	4,24396	4,33570	3,81309	3,99950	3,09706	3,83035	3,36128	3,78501	2,86303	3,89724	3,68422	4,06471	4,03604	4,44648	3,85455	3,45933	2,93061	2,23050
0,29889	0,37462	0,40000	0,45324	0,45114	0,48290	0,50227	0,61193	0,69309	0,97036	1,26292	1,63545	1,77569	2,06184	2,20370	2,22902	2,45778	2,85442	3,30442	3,95442	4,18855	4,31505	4,36368	4,05800	4,15557	3,47561	3,52290	3,39617	3,14382	2,76656	2,97004	2,87323	3,59011	3,58389	3,68675	4,09250	4,26776	3,88500	3,47818	2,90424	2,13547
0,40415	0,45854	0,46163	0,49622	0,49372	0,52230	0,52677	0,60292	0,72068	0,94280	1,31280	1,63278	1,88904	2,06940	2,20482	2,36381	2,48337	2,83982	3,31984	3,92430	4,09720	4,55411	4,04580	4,10621	3,58235	3,89457	3,50639	3,22573	2,95432	3,22330	2,76389	2,89046	3,64779	3,89313	4,01571	4,18796	4,14998	3,74690	3,35312	2,81177	1,96273
0,41381	0,48885	0,48751	0,55291	0,54344	0,48987	0,51338	0,56560	0,67168	0,90814	1,28160	1,62473	1,91785	2,08450	2,18269	2,28837	2,47173	2,75557	3,19265	3,86406	4,19746	4,36763	4,37539	4,25415	3,86455	3,62776	3,32550	3,44444	2,48768	2,90706	3,34201	3,43299	3,91864	4,13304	4,38157	3,88658	4,06188	3,59984	3,23422	2,55597	1,76905
0,51227	0,52118	0,54301	0,54623	0,51970	0,46475	0,49520	0,58280	0,62318	0,94810	1,27604	1,65278	1,82485	2,09522	2,16726	2,17400	2,41527	2,76001	3,07493	3,63569	4,06576	4,26661	4,30525	3,99697	3,89757	4,15484	3,84153	4,13623	3,19798	3,56831	2,90884	3,39104	3,74755	4,21374	3,94179	4,29604	3,87146	3,33425	2,83870	2,17381	1,43374
0,48270	0,52193	0,51246	0,56264	0,52098	0,46258	0,49892	0,53966	0,61946	0,80838	1,15753	1,48800	1,75245	1,97404	2,09463	2,24839	2,31853	2,66261	2,90457	3,31047	3,85018	4,27388	4,13597	4,47164	4,20213	4,49327	4,01012	4,41587	3,81878	4,22603	3,35621	3,56522	4,17543	4,23521	4,08694	3,94719	3,62250	2,88030	2,42424	1,82633	1,11080
0,53726	0,53262	0,56310	0,55475	0,51230	0,49086	0,43262	0,45291	0,52292	0,75294	1,03468	1,36772	1,65643	1,86915	2,05010	2,09170	2,20337	2,32875	2,74676	3,13383	3,57538	4,03347	4,17151	4,30913	4,16454	4,44142	4,18677	4,63730	3,65686	4,22071	3,56068	4,28506	4,06037	4,12462	4,07500	3,67390	3,16299	2,39324	1,95865	1,33168	0,76556
0,51253	0,50352	0,54262	0,52078	0,49615	0,44255	0,43331	0,43631	0,47110	0,62696	0,87118	1,18055	1,49237	1,69428	1,91739	2,04905	2,01564	2,18860	2,33500	2,74272	3,16513	3,51037	3,77097	3,95396	3,78688	4,04343	3,97307	4,26674	4,12334	4,65115	3,60681	4,07017	4,09615	4,16254	3,85163	3,39298	2,48495	1,70897	1,48392	0,84445	0,49441
0,50454	0,52101	0,52308	0,49270	0,49237	0,40369	0,36732	0,33381	0,39040	0,47044	0,67359	0,98519	1,22629	1,48817	1,70200	1,79424	1,88549	1,91337	2,12606	2,34937	2,81848	3,04481	3,41435	3,45411	3,46644	3,52845	3,56518	3,81828	3,89401	4,04439	3,92532	3,87402	3,92430	3,65084	3,43352	2,67721	1,79750	0,96194	0,99923	0,52249	0,21925
0,48714	0,40605	0,44818	0,42680	0,37363	0,33305	0,31684	0,27334	0,32704	0,38304	0,57372	0,75320	1,02718	1,16213	1,42378	1,59645	1,68339	1,72078	1,81755	2,05382	2,33073	2,45772	2,90565	2,96668	2,97533	2,96010	3,15898	3,08013	3,32142	3,34181	3,49212	3,23234	3,18683	2,75896	2,69540	1,99325	1,14270	0,64278	0,59615	0,27288	0,12803
0,46248	0,40760	0,40379	0,35308	0,32592	0,24358	0,24917	0,20856	0,26841	0,29807	0,39330	0,58293	0,80321	0,99163	1,17292	1,25098	1,39004	1,38353	1,55077	1,63298	1,98947	2,05954	2,40932	2,42089	2,35417	2,34710	2,54594	2,42201	2,58435	2,46334	2,67300	2,33937	2,33543	1,91249	1,94826	1,19146	0,64561	0,34555	0,29524	0,17025	0,18531
0,44022	0,35597	0,35798	0,33088	0,29971	0,24480	0,21540	0,18301	0,21395	0,22684	0,28975	0,41086	0,52345	0,69319	0,89335	0,96947	1,11376	1,09847	1,26335	1,36278	1,61378	1,75205	1,85353	1,96244	1,93475	1,92899	1,96043	1,88010	1,88181	1,73482	1,76238	1,48448	1,60812	1,10682	1,15513	0,69782	0,40283	0,30234	0,23026	0,26292	0,40421
0,39757	0,36110	0,30280	0,24808	0,24371	0,20330	0,21415	0,15713	0,14904	0,14368	0,19564	0,24144	0,34144	0,41770	0,59326	0,66527	0,83090	0,81301	1,06378	0,99272	1,27055	1,46265	1,57531	1,60326	1,70250	1,67935	1,61401	1,47334	1,38485	1,19265	1,23658	1,00462	0,92380	0,73528	0,66728	0,46320	0,35900	0,42782	0,33641	0,51519	0,68740
0,37195	0,30902	0,27347	0,25368	0,22277	0,17985	0,15154	0,14421	0,15904	0,17495	0,16374	0,16529	0,23927	0,25364	0,36955	0,43305	0,59368	0,62857	0,73196	0,79437	1,02093	1,10179	1,31247	1,35834	1,43407	1,48340	1,47317	1,31665	1,27397	1,07328	0,96076	0,75524	0,64620	0,59293	0,51312	0,45120	0,55327	0,70417	0,64544	0,91324	1,00285
0,34834	0,29304	0,23661	0,20294	0,17959	0,16384	0,16568	0,13369	0,14582	0,14375	0,14891	0,14842	0,14940	0,15545	0,19916	0,23822	0,39573	0,38024	0,48330	0,52062	0,71042	0,82314	1,00538	1,16318	1,16253	1,20550	1,31181	1,27952	1,16180	1,01847	0,89318	0,79085	0,67339	0,65324	0,58678	0,61282	0,84218	1,14842	1,05339	1,23520	1,37393
0,37261	0,30346	0,25190	0,19817	0,16348	0,13385	0,14319	0,14342	0,14605	0,14898	0,15397	0,14727	0,14753	0,11839	0,13073	0,15332	0,17683	0,20350	0,26929	0,31286	0,43456	0,53242	0,73837	0,84241	0,93103	1,00837	1,19317	1,20284	1,13911	1,10893	0,95375	0,86296	0,81222	0,81331	0,79230	0,83942	1,17015	1,38054	1,35341	1,44101	1,59724
