20,54202	20,62605	20,71008	20,79412	20,87815	20,96218	21,04622	21,13025	21,21429	21,29832	21,38235	21,46639	21,55042	21,63445	21,71849	21,80252	21,88655	21,97059	22,05462	22,13866	22,22269	22,30672	22,39076	22,47479	22,55882	22,64286	22,72689	22,81092	22,89496	22,97899	23,06303	23,14706	23,23109	23,31513	23,39916	23,48319	23,56723	23,65126	23,73529	23,81933	23,90336	23,98739	24,07143	24,15546	24,23950	24,32353	24,40756	24,49160	24,57563	24,65966	24,74370	24,82773	24,91176	24,99580	25,07983	25,16387	25,24790	25,33193	25,41597	25,50000	25,58403	25,66807	25,75210	25,83613	25,92017	26,00420	26,08824	26,17227	26,25630	26,34034	26,42437	26,50840	26,59244	26,67647	26,76050	26,84454	26,92857	27,01261	27,09664	27,18067	27,26471	27,34874	27,43277	27,51681	27,60084	27,68487	27,76891	27,85294	27,93697	28,02101	28,10504	28,18908	28,27311	28,35714	28,44118	28,52521	28,60924	28,69328	28,77731	28,86134	28,94538	29,02941	29,11345	29,19748	29,28151	29,36555	29,44958	29,53361	29,61765	29,70168	29,78571	29,86975	29,95378	30,03782	30,12185	30,20588	30,28992	30,37395	30,45798
17,54202	17,62605	17,71008	17,79412	17,87815	17,96218	18,04622	18,13025	18,21429	18,29832	18,38235	18,46639	18,55042	18,63445	18,71849	18,80252	18,88655	18,97059	19,05462	19,13866	19,22269	19,30672	19,39076	19,47479	19,55882	19,64286	19,72689	19,81092	19,89496	19,97899	20,06303	20,14706	20,23109	20,31513	20,39916	20,48319	20,56723	20,65126	20,73529	20,81933	20,90336	20,98739	21,07143	21,15546	21,23950	21,32353	21,40756	21,49160	21,57563	21,65966	21,74370	21,82773	21,91176	21,99580	22,07983	22,16387	22,24790	22,33193	22,41597	22,50000	22,58403	22,66807	22,75210	22,83613	22,92017	23,00420	23,08824	23,17227	23,25630	23,34034	23,42437	23,50840	23,59244	23,67647	23,76050	23,84454	23,92857	24,01261	24,09664	24,18067	24,26471	24,34874	24,43277	24,51681	24,60084	24,68487	24,76891	24,85294	24,93697	25,02101	25,10504	25,18908	25,27311	25,35714	25,44118	25,52521	25,60924	25,69328	25,77731	25,86134	25,94538	26,02941	26,11345	26,19748	26,28151	26,36555	26,44958	26,53361	26,61765	26,70168	26,78571	26,86975	26,95378	27,03782	27,12185	27,20588	27,28992	27,37395	27,45798
0,37753	0,37776	0,37759	0,37736	0,37723	0,37768	0,37787	0,37805	0,37841	0,37798	0,37774	0,37796	0,37769	0,37798	0,37815	0,37843	0,37842	0,37835	0,37803	0,37805	0,37726	0,37851	0,37817	0,37823	0,37749	0,37776	0,37854	0,37763	0,37913	0,37815	0,37855	0,37823	0,37865	0,37912	0,37866	0,37822	0,37848	0,37878	0,37792	0,37969	0,37884	0,37951	0,37901	0,37820	0,37920	0,37914	0,37837	0,37847	0,37824	0,37882	0,37887	0,37958	0,37951	0,37871	0,37898	0,37952	0,37872	0,37930	0,37900	0,37898	0,37929	0,37971	0,37920	0,37909	0,37916	0,37941	0,37972	0,38023	0,37993	0,37974	0,37974	0,37904	0,37958	0,37960	0,37983	0,38000	0,38000	0,37923	0,37936	0,37941	0,37952	0,38006	0,37950	0,38017	0,37969	0,38094	0,38055	0,37965	0,37976	0,38065	0,38027	0,38093	0,38010	0,37985	0,37959	0,38039	0,37963	0,38005	0,38046	0,38017	0,38012	0,37966	0,38016	0,38001	0,38065	0,38025	0,38102	0,37984	0,37947	0,38051	0,38025	0,38041	0,38072	0,38023	0,38029	0,37996	0,38010	0,38016	0,38046
0,37730	0,37821	0,37790	0,37778	0,37804	0,37753	0,37771	0,37838	0,37728	0,37846	0,37733	0,37836	0,37744	0,37786	0,37784	0,37888	0,37813	0,37836	0,37861	0,37796	0,37812	0,37813	0,37863	0,37827	0,37784	0,37812	0,37837	0,37818	0,37856	0,37784	0,37824	0,37804	0,37780	0,37935	0,37870	0,37777	0,37745	0,37867	0,37795	0,37873	0,37786	0,37868	0,37876	0,37912	0,37919	0,37904	0,37893	0,37848	0,37811	0,37962	0,37903	0,37835	0,37928	0,37888	0,37888	0,37865	0,37925	0,37893	0,37854	0,37987	0,37982	0,37999	0,37926	0,37965	0,37869	0,37944	0,37959	0,37971	0,38058	0,37975	0,37915	0,37919	0,37934	0,37946	0,37998	0,38003	0,38000	0,37923	0,37889	0,37956	0,37917	0,38056	0,37973	0,37990	0,37989	0,38044	0,38045	0,37969	0,38029	0,38042	0,38058	0,38044	0,37919	0,37950	0,38019	0,38023	0,37997	0,38024	0,38073	0,38029	0,38062	0,37917	0,38024	0,38027	0,37967	0,38043	0,38035	0,37983	0,37988	0,38042	0,38004	0,38041	0,38126	0,38006	0,38044	0,38047	0,38034	0,37987	0,38060
0,37733	0,37811	0,37760	0,37766	0,37757	0,37792	0,37799	0,37776	0,37795	0,37811	0,37785	0,37800	0,37771	0,37799	0,37827	0,37840	0,37794	0,37818	0,37832	0,37778	0,37798	0,37837	0,37854	0,37776	0,37861	0,37814	0,37859	0,37837	0,37819	0,37774	0,37844	0,37841	0,37835	0,37880	0,37893	0,37754	0,37748	0,37888	0,37873	0,37900	0,37887	0,37899	0,37923	0,37962	0,37929	0,37839	0,37849	0,37859	0,37846	0,37849	0,37950	0,37904	0,37873	0,37952	0,37969	0,37905	0,37923	0,37862	0,37976	0,37959	0,37915	0,37949	0,37910	0,37924	0,37978	0,38002	0,37957	0,37989	0,38066	0,37902	0,37982	0,37977	0,37877	0,38001	0,38038	0,38026	0,37993	0,37912	0,37966	0,37884	0,37948	0,37918	0,38040	0,37986	0,38009	0,38051	0,37980	0,38025	0,38000	0,38048	0,38041	0,37972	0,37980	0,38005	0,38004	0,38021	0,38031	0,38006	0,38012	0,38008	0,38019	0,37951	0,37928	0,37948	0,38017	0,37958	0,37953	0,37979	0,38015	0,37944	0,38015	0,37985	0,38051	0,38062	0,38021	0,38058	0,37989	0,37992	0,38014
0,37670	0,37811	0,37717	0,37807	0,37707	0,37789	0,37763	0,37817	0,37756	0,37849	0,37762	0,37812	0,37772	0,37741	0,37808	0,37830	0,37827	0,37825	0,37881	0,37826	0,37872	0,37772	0,37873	0,37850	0,37874	0,37720	0,37825	0,37842	0,37825	0,37855	0,37773	0,37809	0,37832	0,37914	0,37937	0,37814	0,37826	0,37809	0,37823	0,37954	0,37889	0,37865	0,37849	0,37943	0,37933	0,37839	0,37853	0,37871	0,37849	0,37873	0,37915	0,37821	0,37868	0,37977	0,37911	0,37936	0,37898	0,37908	0,37873	0,37948	0,37984	0,37939	0,37886	0,37908	0,37889	0,37966	0,38039	0,37959	0,37950	0,37910	0,37995	0,37980	0,37987	0,37989	0,37990	0,37984	0,38038	0,37931	0,37849	0,37947	0,37959	0,38035	0,37922	0,37952	0,38012	0,38122	0,37986	0,37990	0,38014	0,38025	0,38085	0,38005	0,37973	0,38089	0,37999	0,38010	0,38009	0,37996	0,38051	0,38051	0,38090	0,37968	0,37950	0,38081	0,38003	0,38064	0,38021	0,38038	0,38046	0,38008	0,37997	0,38042	0,38057	0,38089	0,38132	0,38073	0,38012	0,38044	0,38065
0,37704	0,37805	0,37729	0,37784	0,37763	0,37785	0,37814	0,37871	0,37782	0,37785	0,37776	0,37760	0,37774	0,37772	0,37835	0,37857	0,37848	0,37856	0,37735	0,37778	0,37849	0,37868	0,37881	0,37816	0,37791	0,37832	0,37833	0,37880	0,37802	0,37807	0,37801	0,37874	0,37866	0,37886	0,37927	0,37769	0,37819	0,37862	0,37852	0,37881	0,37864	0,37908	0,37822	0,37952	0,37901	0,37814	0,37745	0,37903	0,37790	0,37869	0,37902	0,37804	0,37911	0,37936	0,37895	0,38017	0,37926	0,37924	0,37944	0,37929	0,37949	0,37833	0,37929	0,37945	0,37960	0,37919	0,37968	0,37994	0,38059	0,37941	0,37965	0,37919	0,37954	0,38004	0,38020	0,38001	0,37997	0,37936	0,37958	0,37953	0,37916	0,38031	0,38018	0,37979	0,37971	0,38120	0,38019	0,37929	0,38049	0,37933	0,38019	0,37992	0,37968	0,38091	0,38045	0,38045	0,38032	0,38007	0,38051	0,37978	0,38018	0,37950	0,37952	0,37972	0,37969	0,38074	0,37937	0,37945	0,38021	0,37967	0,38041	0,37976	0,38052	0,37989	0,38065	0,38059	0,38034	0,38004	0,38042
0,37771	0,37756	0,37762	0,37790	0,37729	0,37773	0,37736	0,37882	0,37778	0,37886	0,37796	0,37786	0,37780	0,37766	0,37790	0,37746	0,37797	0,37871	0,37797	0,37820	0,37853	0,37804	0,37829	0,37840	0,37791	0,37771	0,37868	0,37896	0,37846	0,37874	0,37882	0,37878	0,37875	0,37880	0,37899	0,37763	0,37779	0,37820	0,37850	0,37895	0,37904	0,37892	0,37907	0,37964	0,37911	0,37871	0,37790	0,37917	0,37882	0,37935	0,37901	0,37897	0,37911	0,38032	0,37908	0,37936	0,37964	0,37871	0,37923	0,37980	0,37986	0,38028	0,37910	0,38003	0,37963	0,37945	0,37979	0,38008	0,37965	0,37915	0,37992	0,37900	0,37932	0,38017	0,37955	0,38069	0,37923	0,38019	0,38036	0,37937	0,38005	0,37985	0,37990	0,37969	0,38029	0,38089	0,37958	0,38027	0,38034	0,38010	0,38026	0,37984	0,38008	0,38064	0,38117	0,38043	0,38003	0,38029	0,37979	0,38038	0,37985	0,38009	0,37948	0,37956	0,37962	0,38020	0,37970	0,38008	0,38014	0,37938	0,37876	0,38002	0,38029	0,38038	0,38041	0,38019	0,38034	0,38071	0,38026
0,37757	0,37730	0,37735	0,37738	0,37682	0,37750	0,37777	0,37783	0,37845	0,37833	0,37780	0,37805	0,37767	0,37808	0,37864	0,37794	0,37830	0,37830	0,37797	0,37789	0,37818	0,37853	0,37823	0,37814	0,37834	0,37871	0,37857	0,37898	0,37800	0,37841	0,37827	0,37829	0,37809	0,37884	0,37892	0,37817	0,37871	0,37853	0,37783	0,37849	0,37890	0,37801	0,37889	0,37854	0,37833	0,37878	0,37861	0,37864	0,37901	0,37870	0,37923	0,37909	0,37874	0,37912	0,37943	0,37896	0,37911	0,37903	0,37941	0,37998	0,37893	0,37989	0,37921	0,37972	0,38048	0,37954	0,37915	0,38014	0,38014	0,37947	0,37967	0,37923	0,37968	0,37982	0,38000	0,37905	0,37970	0,37986	0,37982	0,38036	0,37906	0,38007	0,38000	0,37976	0,37953	0,38067	0,38064	0,37969	0,38083	0,38015	0,37962	0,38004	0,38045	0,38028	0,37988	0,38098	0,38005	0,38026	0,37978	0,38044	0,38010	0,37963	0,37956	0,38012	0,37894	0,38038	0,38061	0,37994	0,38050	0,37999	0,37991	0,37964	0,38015	0,37990	0,38049	0,37992	0,38019	0,37978	0,38041
0,37735	0,37781	0,37753	0,37794	0,37747	0,37793	0,37732	0,37798	0,37796	0,37870	0,37743	0,37836	0,37722	0,37778	0,37746	0,37779	0,37784	0,37810	0,37830	0,37801	0,37822	0,37839	0,37893	0,37786	0,37849	0,37797	0,37866	0,37838	0,37822	0,37870	0,37869	0,37870	0,37839	0,37948	0,37959	0,37836	0,37863	0,37845	0,37829	0,37812	0,37891	0,37929	0,37837	0,37863	0,37862	0,37877	0,37851	0,37852	0,37845	0,37932	0,37981	0,37808	0,37900	0,38027	0,37911	0,37969	0,37955	0,37991	0,37948	0,37975	0,37923	0,37942	0,37946	0,37931	0,37980	0,37973	0,37910	0,38032	0,37971	0,38000	0,37979	0,37949	0,37935	0,37987	0,37954	0,37888	0,37922	0,37985	0,37966	0,38024	0,37978	0,37945	0,38012	0,37909	0,38001	0,38122	0,37928	0,38047	0,38044	0,37924	0,37994	0,38013	0,38015	0,38000	0,38065	0,38066	0,38073	0,38056	0,37994	0,38042	0,38076	0,38036	0,37995	0,38040	0,37948	0,38060	0,38073	0,38029	0,38017	0,37923	0,37985	0,38083	0,38084	0,37970	0,38009	0,38073	0,37960	0,38039	0,38071
