2,50000	2,95000	3,40000	3,85000	4,30000	4,75000	5,20000	5,65000	6,10000	6,55000	7,00000	7,45000	7,90000	8,35000	8,80000	9,25000	9,70000	10,15000	10,60000	11,05000	11,50000	11,95000	12,40000	12,85000	13,30000	13,75000	14,20000	14,65000	15,10000	15,55000	16,00000	16,45000	16,90000	17,35000	17,80000	18,25000	18,70000	19,15000	19,60000	20,05000	20,50000	20,95000	21,40000	21,85000	22,30000	22,75000	23,20000	23,65000	24,10000	24,55000	25,00000	25,45000	25,90000	26,35000	26,80000	27,25000	27,70000	28,15000	28,60000	29,05000	29,50000	29,95000	30,40000	30,85000	31,30000	31,75000	32,20000	32,65000	33,10000	33,55000	34,00000	34,45000	34,90000	35,35000	35,80000	36,25000	36,70000	37,15000	37,60000	38,05000	38,50000	38,95000	39,40000	39,85000	40,30000	40,75000	41,20000	41,65000	42,10000	42,55000	43,00000	43,45000	43,90000	44,35000	44,80000	45,25000	45,70000	46,15000	46,60000	47,05000	47,50000
2,50000	2,95000	3,40000	3,85000	4,30000	4,75000	5,20000	5,65000	6,10000	6,55000	7,00000	7,45000	7,90000	8,35000	8,80000	9,25000	9,70000	10,15000	10,60000	11,05000	11,50000	11,95000	12,40000	12,85000	13,30000	13,75000	14,20000	14,65000	15,10000	15,55000	16,00000	16,45000	16,90000	17,35000	17,80000	18,25000	18,70000	19,15000	19,60000	20,05000	20,50000	20,95000	21,40000	21,85000	22,30000	22,75000	23,20000	23,65000	24,10000	24,55000	25,00000	25,45000	25,90000	26,35000	26,80000	27,25000	27,70000	28,15000	28,60000	29,05000	29,50000	29,95000	30,40000	30,85000	31,30000	31,75000	32,20000	32,65000	33,10000	33,55000	34,00000	34,45000	34,90000	35,35000	35,80000	36,25000	36,70000	37,15000	37,60000	38,05000	38,50000	38,95000	39,40000	39,85000	40,30000	40,75000	41,20000	41,65000	42,10000	42,55000	43,00000	43,45000	43,90000	44,35000	44,80000	45,25000	45,70000	46,15000	46,60000	47,05000	47,50000
0,30070	0,28353	0,27427	0,26313	0,25023	0,25392	0,22155	0,20383	0,19396	0,18109	0,17367	0,16460	0,15819	0,15086	0,14645	0,14091	0,13612	0,13087	0,12607	0,11754	0,11095	0,10389	0,09657	0,08923	0,08233	0,07516	0,06884	0,06313	0,05796	0,05313	0,04941	0,04576	0,04245	0,03957	0,03782	0,03595	0,03546	0,03424	0,03481	0,03555	0,03626	0,03743	0,03901	0,04014	0,04143	0,04432	0,04676	0,04947	0,05188	0,05500	0,05760	0,06200	0,06489	0,10728	0,11312	0,11662	0,12026	0,12569	0,12857	0,13091	0,13346	0,09515	0,09622	0,09630	0,09648	0,09591	0,09532	0,09453	0,09214	0,08840	0,08582	0,08176	0,07894	0,07399	0,07060	0,06830	0,06614	0,06307	0,06147	0,06028	0,05954	0,05726	0,05691	0,05620	0,05569	0,05464	0,05337	0,05127	0,04913	0,04668	0,04401	0,04067	0,03774	0,03392	0,03133	0,02984	0,02815	0,02678	0,02588	0,02613	0,02664
0,32189	0,30741	0,29671	0,28289	0,26924	0,25311	0,23626	0,22019	0,20771	0,19277	0,18257	0,17286	0,16511	0,15738	0,15169	0,14662	0,14104	0,13583	0,13086	0,12209	0,11480	0,10764	0,10014	0,09221	0,08477	0,07745	0,07118	0,06481	0,05923	0,05416	0,05012	0,04641	0,04357	0,04107	0,03935	0,03804	0,03750	0,03649	0,03789	0,03852	0,03991	0,04074	0,04192	0,04358	0,04469	0,04710	0,04934	0,05130	0,05378	0,05581	0,05854	0,06195	0,06507	0,10797	0,11139	0,11427	0,11761	0,12529	0,12659	0,13170	0,13339	0,09688	0,09894	0,09870	0,10030	0,09981	0,09925	0,09945	0,09731	0,09444	0,09128	0,08798	0,08436	0,07940	0,07550	0,07223	0,06846	0,06591	0,06346	0,06149	0,05986	0,05778	0,05706	0,05637	0,05538	0,05490	0,05341	0,05166	0,04980	0,04755	0,04447	0,04166	0,03838	0,03448	0,03200	0,03007	0,02797	0,02670	0,02566	0,02563	0,02593
0,33846	0,32352	0,31351	0,30144	0,28676	0,26747	0,25003	0,23383	0,21815	0,20278	0,19044	0,17917	0,17064	0,16121	0,15485	0,14948	0,14402	0,13864	0,13268	0,12399	0,11715	0,10979	0,10209	0,09380	0,08656	0,07903	0,07192	0,06570	0,06058	0,05494	0,05137	0,04757	0,04436	0,04194	0,04087	0,03982	0,03988	0,03973	0,04056	0,04217	0,04340	0,04427	0,04572	0,04702	0,04826	0,04990	0,05151	0,05329	0,05522	0,05696	0,05958	0,06201	0,06515	0,10678	0,11126	0,11468	0,11684	0,12312	0,12548	0,13114	0,13400	0,09719	0,10025	0,10096	0,10330	0,10422	0,10425	0,10400	0,10295	0,10068	0,09777	0,09459	0,09069	0,08513	0,08097	0,07697	0,07325	0,06909	0,06631	0,06372	0,06122	0,05862	0,05752	0,05624	0,05525	0,05446	0,05327	0,05158	0,04947	0,04763	0,04516	0,04225	0,03931	0,03542	0,03256	0,03063	0,02853	0,02692	0,02558	0,02517	0,02504
0,34882	0,33527	0,32557	0,31322	0,29749	0,28031	0,26183	0,24325	0,22664	0,20831	0,19473	0,18269	0,17247	0,16214	0,15524	0,14935	0,14440	0,13844	0,13267	0,12401	0,11705	0,10978	0,10236	0,09461	0,08678	0,07917	0,07216	0,06573	0,06035	0,05541	0,05128	0,04831	0,04579	0,04408	0,04274	0,04228	0,04286	0,04269	0,04367	0,04576	0,04679	0,04821	0,04980	0,05036	0,05133	0,05253	0,05444	0,05578	0,05629	0,05818	0,06004	0,06191	0,06483	0,10887	0,11047	0,11325	0,11838	0,12011	0,12618	0,13178	0,13564	0,09805	0,10204	0,10282	0,10629	0,10769	0,10863	0,10958	0,10922	0,10703	0,10471	0,10112	0,09806	0,09202	0,08783	0,08322	0,07889	0,07388	0,07030	0,06675	0,06362	0,06023	0,05869	0,05686	0,05553	0,05438	0,05318	0,05153	0,04969	0,04778	0,04521	0,04265	0,03988	0,03623	0,03356	0,03142	0,02912	0,02711	0,02555	0,02529	0,02464
0,35151	0,33994	0,33237	0,31970	0,30492	0,28551	0,26736	0,24836	0,23141	0,21227	0,19654	0,18349	0,17155	0,16103	0,15348	0,14729	0,14170	0,13604	0,13028	0,12289	0,11501	0,10808	0,10023	0,09262	0,08561	0,07824	0,07136	0,06478	0,05984	0,05518	0,05199	0,04885	0,04729	0,04526	0,04450	0,04488	0,04520	0,04538	0,04707	0,04924	0,05099	0,05189	0,05341	0,05415	0,05477	0,05581	0,05638	0,05747	0,05793	0,05917	0,06071	0,06223	0,06458	0,10624	0,10930	0,11262	0,11471	0,12088	0,12600	0,13270	0,13471	0,09851	0,10344	0,10497	0,10882	0,11197	0,11327	0,11526	0,11463	0,11443	0,11195	0,10856	0,10586	0,09976	0,09540	0,09077	0,08562	0,08031	0,07514	0,07111	0,06675	0,06311	0,06075	0,05819	0,05637	0,05477	0,05326	0,05148	0,04977	0,04799	0,04559	0,04311	0,04044	0,03712	0,03429	0,03248	0,03001	0,02777	0,02611	0,02530	0,02453
0,34846	0,33752	0,33253	0,32026	0,30685	0,28720	0,26905	0,25173	0,23304	0,21314	0,19605	0,18102	0,16919	0,15730	0,14912	0,14330	0,13696	0,13127	0,12477	0,11799	0,11121	0,10511	0,09762	0,09044	0,08307	0,07580	0,06956	0,06369	0,05882	0,05497	0,05212	0,05008	0,04806	0,04694	0,04674	0,04753	0,04801	0,04808	0,05023	0,05301	0,05390	0,05569	0,05708	0,05717	0,05875	0,05941	0,05910	0,05920	0,06009	0,06015	0,06149	0,06295	0,06448	0,10807	0,10947	0,11090	0,11541	0,11949	0,12404	0,13081	0,13374	0,09964	0,10474	0,10828	0,11193	0,11572	0,11852	0,12054	0,12161	0,12181	0,12074	0,11781	0,11516	0,10956	0,10478	0,09956	0,09453	0,08803	0,08242	0,07735	0,07248	0,06756	0,06400	0,06055	0,05815	0,05596	0,05410	0,05224	0,05021	0,04821	0,04636	0,04381	0,04159	0,03830	0,03546	0,03358	0,03123	0,02930	0,02720	0,02591	0,02517
0,33999	0,32921	0,32643	0,31634	0,30376	0,28610	0,26731	0,25053	0,23225	0,21051	0,19233	0,17752	0,16477	0,15261	0,14410	0,13683	0,13054	0,12477	0,11965	0,11220	0,10558	0,09946	0,09346	0,08607	0,07917	0,07267	0,06682	0,06175	0,05780	0,05439	0,05212	0,05036	0,04921	0,04816	0,04929	0,04910	0,05120	0,05189	0,05357	0,05622	0,05851	0,05972	0,06066	0,06211	0,06223	0,06190	0,06183	0,06145	0,06173	0,06208	0,06269	0,06348	0,06509	0,10803	0,10833	0,11345	0,11700	0,12042	0,12434	0,13239	0,13604	0,10135	0,10626	0,11055	0,11549	0,12003	0,12355	0,12674	0,12840	0,12936	0,12919	0,13270	0,12439	0,11940	0,11549	0,10999	0,10364	0,09737	0,09072	0,08485	0,07888	0,07320	0,06892	0,06441	0,06099	0,05823	0,05578	0,05324	0,05122	0,04914	0,04712	0,04498	0,04278	0,03988	0,03733	0,03554	0,03309	0,03085	0,02900	0,02767	0,02652
0,32620	0,31758	0,31537	0,30652	0,29650	0,27903	0,26218	0,24633	0,22807	0,20645	0,18953	0,17258	0,15866	0,14659	0,13740	0,12985	0,12322	0,11751	0,11160	0,10471	0,09902	0,09352	0,08664	0,08075	0,07514	0,06886	0,06415	0,05940	0,05648	0,05354	0,05225	0,05082	0,05010	0,04993	0,05049	0,05225	0,05383	0,05472	0,05739	0,05992	0,06231	0,06433	0,06420	0,06553	0,06624	0,06560	0,06539	0,06487	0,06433	0,06382	0,06489	0,06548	0,06698	0,11034	0,11019	0,11453	0,11746	0,12242	0,12686	0,13425	0,13688	0,10282	0,10915	0,11391	0,11924	0,12467	0,12911	0,13336	0,13602	0,13800	0,13826	0,13696	0,13632	0,13038	0,12551	0,12118	0,11501	0,10769	0,10083	0,09411	0,08706	0,08075	0,07504	0,06952	0,06524	0,06167	0,05844	0,05555	0,05304	0,05063	0,04860	0,04608	0,04449	0,04182	0,03932	0,03754	0,03509	0,03299	0,03152	0,02978	0,02836
