12,50000	13,16667	13,83333	14,50000	15,16667	15,83333	16,50000	17,16667	17,83333	18,50000	19,16667	19,83333	20,50000	21,16667	21,83333	22,50000	23,16667	23,83333	24,50000	25,16667	25,83333	26,50000	27,16667	27,83333	28,50000	29,16667	29,83333	30,50000	31,16667	31,83333	32,50000
14,50303	15,10909	15,71515	16,32121	16,92727	17,53333	18,13939	18,74545	19,35152	19,95758	20,56364	21,16970	21,77576	22,38182	22,98788	23,59394	24,20000	24,80606	25,41212	26,01818	26,62424	27,23030	27,83636	28,44242	29,04848	29,65455	30,26061	30,86667	31,47273	32,07879	32,68485	33,29091	33,89697
0,02695	0,02688	0,02853	0,02871	0,03030	0,03007	0,03154	0,03391	0,03388	0,03452	0,03547	0,03715	0,03715	0,03741	0,03753	0,03710	0,03679	0,03606	0,03514	0,03420	0,03351	0,03226	0,03124	0,02968	0,02823	0,02779	0,02680	0,02578	0,02537	0,02499	0,02423	0,02478	0,02445
0,02810	0,02861	0,02907	0,03057	0,03149	0,03335	0,03425	0,03550	0,03628	0,03656	0,03824	0,03863	0,03949	0,03982	0,03947	0,03876	0,03809	0,03733	0,03644	0,03554	0,03402	0,03226	0,03118	0,02988	0,02825	0,02731	0,02631	0,02537	0,02481	0,02420	0,02384	0,02384	0,02354
0,02909	0,02930	0,03100	0,03134	0,03325	0,03516	0,03646	0,03743	0,03893	0,03955	0,04029	0,04133	0,04218	0,04182	0,04179	0,04082	0,04024	0,03934	0,03833	0,03651	0,03508	0,03353	0,03197	0,03026	0,02849	0,02729	0,02614	0,02520	0,02430	0,02374	0,02295	0,02262	0,02251
0,02887	0,02958	0,03070	0,03221	0,03439	0,03629	0,03871	0,03881	0,04116	0,04156	0,04288	0,04408	0,04373	0,04401	0,04345	0,04304	0,04222	0,04110	0,04010	0,03856	0,03707	0,03532	0,03332	0,03133	0,02963	0,02787	0,02660	0,02530	0,02417	0,02333	0,02298	0,02264	0,02228
0,02896	0,02979	0,03095	0,03365	0,03534	0,03699	0,03889	0,04108	0,04286	0,04347	0,04541	0,04599	0,04643	0,04691	0,04592	0,04600	0,04516	0,04444	0,04253	0,04093	0,03957	0,03722	0,03516	0,03271	0,03095	0,02907	0,02756	0,02583	0,02451	0,02395	0,02318	0,02211	0,02175
0,02859	0,02981	0,03213	0,03386	0,03588	0,03860	0,04080	0,04248	0,04409	0,04567	0,04724	0,04852	0,04918	0,04896	0,04918	0,04855	0,04783	0,04676	0,04592	0,04370	0,04250	0,04000	0,03781	0,03560	0,03323	0,03124	0,02907	0,02744	0,02570	0,02445	0,02364	0,02241	0,02183
0,02817	0,02958	0,03203	0,03486	0,03718	0,03998	0,04144	0,04411	0,04508	0,04760	0,04924	0,05064	0,05132	0,05145	0,05138	0,05158	0,05071	0,05013	0,04923	0,04719	0,04521	0,04291	0,04047	0,03815	0,03582	0,03327	0,03078	0,02942	0,02724	0,02563	0,02445	0,02346	0,02232
0,02787	0,02978	0,03172	0,03453	0,03715	0,04003	0,04204	0,04444	0,04584	0,04798	0,05010	0,05133	0,05249	0,05295	0,05364	0,05359	0,05346	0,05252	0,05176	0,04992	0,04798	0,04552	0,04342	0,04059	0,03769	0,03547	0,03337	0,03075	0,02914	0,02708	0,02499	0,02415	0,02292
0,02787	0,02945	0,03139	0,03432	0,03717	0,03935	0,04207	0,04465	0,04691	0,04847	0,05031	0,05250	0,05339	0,05428	0,05469	0,05508	0,05433	0,05431	0,05326	0,05138	0,05015	0,04763	0,04523	0,04214	0,03990	0,03725	0,03439	0,03235	0,02993	0,02794	0,02594	0,02481	0,02356
0,02677	0,02933	0,03083	0,03383	0,03652	0,03907	0,04169	0,04357	0,04600	0,04770	0,05033	0,05179	0,05357	0,05423	0,05453	0,05510	0,05499	0,05456	0,05405	0,05257	0,05015	0,04834	0,04576	0,04347	0,04087	0,03825	0,03572	0,03286	0,03034	0,02841	0,02665	0,02478	0,02315
0,02741	0,02840	0,03123	0,03337	0,03559	0,03825	0,04061	0,04266	0,04505	0,04656	0,04923	0,05026	0,05240	0,05342	0,05354	0,05449	0,05398	0,05378	0,05334	0,05179	0,05003	0,04840	0,04566	0,04242	0,04079	0,03751	0,03524	0,03249	0,03072	0,02743	0,02604	0,02461	0,02272
0,02710	0,02864	0,03035	0,03272	0,03490	0,03741	0,03922	0,04171	0,04401	0,04561	0,04757	0,04914	0,05012	0,05133	0,05239	0,05224	0,05280	0,05197	0,05143	0,05035	0,04844	0,04618	0,04404	0,04187	0,03967	0,03620	0,03392	0,03154	0,02914	0,02711	0,02527	0,02358	0,02216
0,02708	0,02835	0,03004	0,03295	0,03504	0,03644	0,03807	0,03991	0,04161	0,04386	0,04552	0,04663	0,04855	0,04900	0,04997	0,05028	0,05028	0,04989	0,04939	0,04812	0,04663	0,04478	0,04177	0,03939	0,03733	0,03486	0,03281	0,02989	0,02733	0,02586	0,02371	0,02208	0,02056
0,02696	0,02928	0,03052	0,03223	0,03417	0,03629	0,03689	0,03865	0,04024	0,04202	0,04396	0,04525	0,04627	0,04765	0,04816	0,04850	0,04817	0,04821	0,04714	0,04618	0,04436	0,04261	0,04019	0,03731	0,03559	0,03317	0,03072	0,02869	0,02608	0,02436	0,02297	0,02127	0,01971
0,02711	0,02864	0,03057	0,03262	0,03450	0,03521	0,03664	0,03827	0,03985	0,04069	0,04243	0,04399	0,04536	0,04600	0,04687	0,04719	0,04655	0,04656	0,04579	0,04457	0,04279	0,04092	0,03832	0,03618	0,03404	0,03108	0,02940	0,02701	0,02555	0,02364	0,02177	0,02019	0,01928
0,02662	0,02846	0,03058	0,03251	0,03419	0,03541	0,03654	0,03805	0,03917	0,04021	0,04184	0,04371	0,04477	0,04561	0,04580	0,04612	0,04605	0,04594	0,04516	0,04391	0,04223	0,04011	0,03807	0,03534	0,03340	0,03116	0,02869	0,02659	0,02450	0,02354	0,02149	0,02015	0,01895
0,02616	0,02820	0,03037	0,03220	0,03379	0,03569	0,03677	0,03817	0,03919	0,04079	0,04265	0,04365	0,04511	0,04557	0,04607	0,04645	0,04605	0,04585	0,04525	0,04414	0,04263	0,04042	0,03792	0,03564	0,03368	0,03111	0,02896	0,02644	0,02441	0,02328	0,02186	0,02020	0,01910
