12,50000	13,16667	13,83333	14,50000	15,16667	15,83333	16,50000	17,16667	17,83333	18,50000	19,16667	19,83333	20,50000	21,16667	21,83333	22,50000	23,16667	23,83333	24,50000	25,16667	25,83333	26,50000	27,16667	27,83333	28,50000	29,16667	29,83333	30,50000	31,16667	31,83333	32,50000
14,50303	15,10909	15,71515	16,32121	16,92727	17,53333	18,13939	18,74545	19,35152	19,95758	20,56364	21,16970	21,77576	22,38182	22,98788	23,59394	24,20000	24,80606	25,41212	26,01818	26,62424	27,23030	27,83636	28,44242	29,04848	29,65455	30,26061	30,86667	31,47273	32,07879	32,68485	33,29091	33,89697
0,00599	0,00620	0,00597	0,00587	0,00589	0,00577	0,00552	0,00556	0,00561	0,00569	0,00552	0,00567	0,00548	0,00561	0,00544	0,00546	0,00529	0,00541	0,00551	0,00521	0,00516	0,00500	0,00497	0,00457	0,00483	0,00441	0,00442	0,00454	0,00429	0,00424	0,00406	0,00429	0,00411
0,00643	0,00656	0,00643	0,00608	0,00587	0,00613	0,00571	0,00556	0,00592	0,00571	0,00566	0,00561	0,00564	0,00544	0,00577	0,00543	0,00546	0,00564	0,00561	0,00543	0,00525	0,00528	0,00500	0,00469	0,00487	0,00462	0,00444	0,00424	0,00459	0,00424	0,00418	0,00429	0,00431
0,00689	0,00650	0,00676	0,00655	0,00613	0,00604	0,00572	0,00576	0,00577	0,00590	0,00592	0,00577	0,00577	0,00589	0,00556	0,00595	0,00551	0,00561	0,00571	0,00554	0,00541	0,00541	0,00501	0,00480	0,00492	0,00492	0,00455	0,00477	0,00437	0,00455	0,00409	0,00423	0,00411
0,00686	0,00702	0,00684	0,00655	0,00631	0,00622	0,00628	0,00597	0,00622	0,00604	0,00610	0,00597	0,00579	0,00612	0,00585	0,00605	0,00576	0,00600	0,00582	0,00579	0,00523	0,00559	0,00534	0,00513	0,00500	0,00490	0,00503	0,00493	0,00480	0,00437	0,00441	0,00444	0,00459
0,00674	0,00679	0,00679	0,00663	0,00669	0,00633	0,00638	0,00610	0,00623	0,00628	0,00620	0,00631	0,00617	0,00607	0,00604	0,00633	0,00587	0,00627	0,00604	0,00592	0,00585	0,00567	0,00556	0,00516	0,00520	0,00511	0,00515	0,00488	0,00477	0,00457	0,00470	0,00477	0,00462
0,00684	0,00678	0,00663	0,00648	0,00646	0,00631	0,00653	0,00641	0,00646	0,00631	0,00645	0,00648	0,00646	0,00655	0,00622	0,00631	0,00630	0,00640	0,00631	0,00605	0,00585	0,00572	0,00580	0,00554	0,00554	0,00529	0,00515	0,00487	0,00510	0,00478	0,00469	0,00467	0,00482
0,00696	0,00707	0,00674	0,00679	0,00655	0,00664	0,00633	0,00663	0,00645	0,00673	0,00668	0,00641	0,00686	0,00656	0,00638	0,00658	0,00646	0,00633	0,00630	0,00625	0,00608	0,00580	0,00561	0,00569	0,00549	0,00536	0,00528	0,00483	0,00528	0,00467	0,00469	0,00488	0,00449
0,00692	0,00669	0,00645	0,00674	0,00664	0,00661	0,00638	0,00671	0,00702	0,00671	0,00686	0,00719	0,00727	0,00684	0,00689	0,00661	0,00678	0,00674	0,00679	0,00613	0,00636	0,00625	0,00615	0,00580	0,00592	0,00554	0,00529	0,00539	0,00544	0,00510	0,00513	0,00498	0,00493
0,00651	0,00668	0,00678	0,00618	0,00658	0,00638	0,00682	0,00699	0,00715	0,00727	0,00701	0,00729	0,00714	0,00720	0,00714	0,00732	0,00684	0,00687	0,00704	0,00663	0,00646	0,00636	0,00608	0,00620	0,00579	0,00566	0,00590	0,00571	0,00528	0,00526	0,00526	0,00495	0,00526
0,00645	0,00643	0,00627	0,00661	0,00658	0,00669	0,00668	0,00732	0,00757	0,00740	0,00770	0,00770	0,00775	0,00752	0,00770	0,00730	0,00742	0,00717	0,00714	0,00661	0,00668	0,00633	0,00638	0,00613	0,00602	0,00577	0,00546	0,00562	0,00567	0,00566	0,00534	0,00528	0,00548
0,00641	0,00671	0,00653	0,00666	0,00692	0,00691	0,00715	0,00737	0,00735	0,00775	0,00793	0,00786	0,00791	0,00786	0,00806	0,00776	0,00745	0,00752	0,00761	0,00727	0,00696	0,00696	0,00638	0,00659	0,00664	0,00641	0,00622	0,00597	0,00567	0,00554	0,00587	0,00572	0,00564
0,00631	0,00628	0,00664	0,00658	0,00676	0,00709	0,00763	0,00786	0,00812	0,00817	0,00811	0,00837	0,00854	0,00847	0,00847	0,00819	0,00826	0,00831	0,00803	0,00768	0,00742	0,00757	0,00720	0,00687	0,00679	0,00655	0,00659	0,00610	0,00631	0,00608	0,00585	0,00587	0,00597
0,00681	0,00674	0,00692	0,00689	0,00732	0,00765	0,00781	0,00791	0,00849	0,00870	0,00901	0,00901	0,00914	0,00914	0,00921	0,00890	0,00900	0,00882	0,00854	0,00822	0,00794	0,00776	0,00730	0,00729	0,00714	0,00697	0,00687	0,00671	0,00638	0,00633	0,00625	0,00650	0,00608
0,00704	0,00714	0,00702	0,00737	0,00748	0,00776	0,00822	0,00860	0,00914	0,00946	0,00977	0,00967	0,00979	0,01012	0,00992	0,00957	0,00967	0,00942	0,00910	0,00885	0,00868	0,00824	0,00816	0,00816	0,00770	0,00730	0,00720	0,00710	0,00697	0,00676	0,00653	0,00663	0,00664
0,00733	0,00740	0,00758	0,00781	0,00798	0,00836	0,00893	0,00918	0,00959	0,01003	0,01026	0,01063	0,01079	0,01058	0,01059	0,01072	0,01063	0,01000	0,00974	0,00956	0,00929	0,00890	0,00855	0,00844	0,00821	0,00804	0,00765	0,00735	0,00743	0,00696	0,00709	0,00679	0,00678
0,00809	0,00804	0,00822	0,00808	0,00862	0,00888	0,00916	0,00985	0,01049	0,01072	0,01130	0,01156	0,01142	0,01178	0,01142	0,01133	0,01109	0,01100	0,01079	0,01030	0,00995	0,00979	0,00946	0,00914	0,00880	0,00839	0,00781	0,00783	0,00771	0,00752	0,00694	0,00692	0,00681
0,00836	0,00900	0,00895	0,00911	0,00901	0,00954	0,01021	0,01072	0,01143	0,01174	0,01209	0,01237	0,01242	0,01262	0,01232	0,01216	0,01211	0,01168	0,01125	0,01082	0,01081	0,01031	0,00985	0,00936	0,00905	0,00882	0,00839	0,00819	0,00771	0,00743	0,00733	0,00730	0,00710
0,00913	0,00933	0,00954	0,00941	0,00992	0,01038	0,01082	0,01140	0,01206	0,01255	0,01291	0,01300	0,01349	0,01342	0,01306	0,01309	0,01270	0,01249	0,01196	0,01161	0,01128	0,01097	0,01036	0,00993	0,00970	0,00908	0,00870	0,00819	0,00798	0,00770	0,00715	0,00702	0,00710
0,00997	0,00977	0,00987	0,01010	0,01043	0,01123	0,01170	0,01194	0,01265	0,01332	0,01347	0,01403	0,01390	0,01392	0,01397	0,01355	0,01341	0,01304	0,01247	0,01245	0,01174	0,01122	0,01102	0,01051	0,00990	0,00938	0,00903	0,00832	0,00791	0,00747	0,00730	0,00712	0,00676
0,01013	0,01064	0,01064	0,01082	0,01097	0,01158	0,01232	0,01268	0,01369	0,01387	0,01397	0,01456	0,01454	0,01443	0,01467	0,01428	0,01380	0,01354	0,01281	0,01268	0,01221	0,01148	0,01094	0,01043	0,01003	0,00936	0,00890	0,00860	0,00829	0,00761	0,00752	0,00717	0,00669
0,01046	0,01100	0,01120	0,01133	0,01156	0,01216	0,01275	0,01314	0,01411	0,01439	0,01441	0,01497	0,01487	0,01482	0,01492	0,01462	0,01390	0,01388	0,01314	0,01270	0,01214	0,01197	0,01127	0,01059	0,01020	0,00928	0,00885	0,00862	0,00773	0,00760	0,00712	0,00664	0,00645
