12,50000	13,33333	14,16667	15,00000	15,83333	16,66667	17,50000	18,33333	19,16667	20,00000	20,83333	21,66667	22,50000	23,33333	24,16667	25,00000	25,83333	26,66667	27,50000	28,33333	29,16667	30,00000	30,83333	31,66667	32,50000	33,33333	34,16667	35,00000	35,83333	36,66667	37,50000
12,50000	13,33333	14,16667	15,00000	15,83333	16,66667	17,50000	18,33333	19,16667	20,00000	20,83333	21,66667	22,50000	23,33333	24,16667	25,00000	25,83333	26,66667	27,50000	28,33333	29,16667	30,00000	30,83333	31,66667	32,50000	33,33333	34,16667	35,00000	35,83333	36,66667	37,50000
0,00984	0,01220	0,01303	0,01467	0,01565	0,01780	0,01863	0,01719	0,01675	0,01733	0,01705	0,01455	0,01259	0,01134	0,00939	0,00681	0,00579	0,00670	0,00854	0,00828	0,00785	0,00992	0,01129	0,00936	0,00661	0,00646	0,00854	0,01084	0,01246	0,01441	0,01566
0,01740	0,01636	0,01492	0,01514	0,01738	0,01975	0,01890	0,01630	0,01534	0,01762	0,02002	0,01840	0,01385	0,01012	0,00838	0,00764	0,00682	0,00735	0,00820	0,00973	0,00923	0,00766	0,00642	0,00661	0,00602	0,00710	0,00910	0,01099	0,01300	0,01534	0,01807
0,02216	0,02317	0,02807	0,03071	0,02844	0,02246	0,01750	0,01465	0,01623	0,01980	0,02302	0,02307	0,01855	0,01196	0,00835	0,00942	0,01155	0,01157	0,01107	0,01033	0,00949	0,00813	0,00650	0,00559	0,00634	0,00761	0,00986	0,01217	0,01298	0,01295	0,01559
0,02671	0,03392	0,04388	0,04900	0,04445	0,03255	0,02190	0,01674	0,01734	0,02016	0,02287	0,02376	0,02314	0,01858	0,01138	0,00564	0,00672	0,00944	0,00968	0,00993	0,01152	0,01145	0,00884	0,00594	0,00627	0,01113	0,01608	0,01607	0,01450	0,01272	0,01115
0,03861	0,04723	0,05366	0,04951	0,03663	0,02695	0,01932	0,01730	0,01758	0,02046	0,02279	0,02083	0,01832	0,01618	0,01365	0,00993	0,00756	0,00896	0,01148	0,01211	0,01226	0,01400	0,01561	0,01416	0,01166	0,01009	0,01680	0,02487	0,02312	0,01621	0,01116
0,06242	0,07149	0,06985	0,05464	0,03888	0,02852	0,02523	0,02627	0,02742	0,03064	0,03735	0,04315	0,04179	0,03050	0,01768	0,01075	0,01158	0,01358	0,01722	0,02249	0,02396	0,01863	0,01529	0,01520	0,01685	0,01663	0,01441	0,02036	0,02850	0,02535	0,01490
0,08688	0,10034	0,09830	0,07966	0,05989	0,04422	0,03765	0,03619	0,03411	0,03225	0,03781	0,05092	0,06105	0,05678	0,03746	0,01747	0,01338	0,01803	0,02190	0,02734	0,03417	0,03342	0,02405	0,01371	0,01007	0,01343	0,01622	0,01600	0,01967	0,02601	0,02210
0,09050	0,10737	0,11120	0,09489	0,07073	0,04900	0,03918	0,03571	0,03290	0,03030	0,03408	0,04616	0,05912	0,06250	0,05113	0,03011	0,01862	0,01955	0,02614	0,03125	0,03502	0,03897	0,03593	0,02388	0,01362	0,00800	0,00865	0,01256	0,01378	0,01616	0,01958
