22,10000	22,20000	22,30000	22,40000	22,50000	22,60000	22,70000	22,80000	22,90000	23,00000	23,10000	23,20000	23,30000	23,40000	23,50000	23,60000	23,70000	23,80000	23,90000	24,00000	24,10000	24,20000	24,30000	24,40000	24,50000	24,60000	24,70000	24,80000	24,90000	25,00000	25,10000	25,20000	25,30000	25,40000	25,50000	25,60000	25,70000	25,80000	25,90000	26,00000	26,10000	26,20000	26,30000	26,40000	26,50000	26,60000	26,70000	26,80000	26,90000	27,00000	27,10000
22,30000	22,40000	22,50000	22,60000	22,70000	22,80000	22,90000	23,00000	23,10000	23,20000	23,30000	23,40000	23,50000	23,60000	23,70000	23,80000	23,90000	24,00000	24,10000	24,20000	24,30000	24,40000	24,50000	24,60000	24,70000	24,80000	24,90000	25,00000	25,10000	25,20000	25,30000	25,40000	25,50000	25,60000	25,70000	25,80000	25,90000	26,00000	26,10000	26,20000	26,30000	26,40000	26,50000	26,60000	26,70000	26,80000	26,90000	27,00000	27,10000	27,20000	27,30000
0,02747	0,01261	0,00242	0,02346	0,02067	0,04033	0,02280	0,05283	0,04296	0,05562	0,05289	0,05483	0,05710	0,07331	0,06256	0,07453	0,06378	0,07739	0,06305	0,07805	0,08147	0,07887	0,07361	0,09008	0,06282	0,08643	0,07223	0,08298	0,07578	0,07019	0,06473	0,05312	0,05200	0,03928	0,02951	0,02889	0,02244	0,01596	0,02228	0,00929	0,01254	0,01225	0,00232	0,00857	0,00179	0,00215	0,00179	0,00294	0,00252	-0,00127	0,00265
0,00179	0,01498	0,01929	0,03290	0,02428	0,04036	0,03231	0,06618	0,04960	0,07223	0,05917	0,07838	0,06743	0,07693	0,06240	0,06286	0,07058	0,09968	0,06549	0,10741	0,09110	0,09383	0,08351	0,09686	0,06799	0,11054	0,06920	0,08725	0,06315	0,07759	0,05289	0,06799	0,03671	0,04293	0,03826	0,02310	0,01573	0,02221	0,01031	0,01001	0,01294	0,01337	0,01271	0,00380	0,00926	0,01268	0,00235	0,00284	0,00235	0,00238	0,00189
0,01307	0,02218	0,02228	0,04546	0,03865	0,05237	0,05263	0,06355	0,06815	0,07670	0,06263	0,07864	0,07298	0,10307	0,08278	0,09288	0,08910	0,10639	0,07371	0,09682	0,09403	0,10988	0,09758	0,11599	0,08781	0,11274	0,09294	0,11606	0,07894	0,08795	0,06910	0,07328	0,04927	0,05865	0,03060	0,03405	0,02228	0,01932	0,02238	0,00972	0,01300	0,01846	0,01159	0,00972	0,00271	0,01146	0,01034	0,00975	0,00347	0,00136	0,00268
0,01034	0,02945	0,02280	0,04283	0,04536	0,06835	0,05851	0,08637	0,08022	0,08278	0,07341	0,09617	0,08620	0,09580	0,07657	0,10264	0,08798	0,10899	0,08739	0,11609	0,10781	0,13040	0,11228	0,12435	0,11530	0,13194	0,11297	0,13862	0,10781	0,10919	0,08324	0,08311	0,05917	0,06312	0,04362	0,04635	0,02859	0,02645	0,01619	0,01245	0,01284	0,00626	0,00824	0,01139	0,00567	0,00409	0,00620	0,00847	0,00212	0,00288	-0,00064
0,01942	0,04247	0,02208	0,06259	0,04503	0,08462	0,06256	0,07782	0,07828	0,10330	0,07785	0,11484	0,08387	0,11435	0,09304	0,11468	0,09363	0,13520	0,10741	0,14855	0,12293	0,16233	0,11905	0,14766	0,12500	0,17387	0,13092	0,15411	0,11461	0,14884	0,09067	0,10620	0,06716	0,08196	0,04941	0,05335	0,02761	0,03165	0,01284	0,01560	0,00594	0,01310	0,00498	0,01254	0,00755	0,00413	0,00238	-0,00258	0,00219	0,00176	-0,00146
0,02672	0,04641	0,04286	0,07173	0,05473	0,08354	0,08295	0,08926	0,07801	0,10863	0,09347	0,10333	0,09508	0,10330	0,10291	0,12810	0,10698	0,12704	0,12829	0,16936	0,14306	0,23289	0,14575	0,21500	0,17387	0,19255	0,16190	0,18021	0,13503	0,15634	0,12004	0,14529	0,08370	0,09074	0,05838	0,04911	0,03349	0,03155	0,02195	0,01432	0,00876	0,00222	0,00396	0,00906	0,00998	0,01304	0,01333	0,00515	0,00771	0,00275	0,00275
0,03737	0,04655	0,05243	0,07344	0,07601	0,09409	0,08084	0,10985	0,10047	0,12898	0,12586	0,11777	0,12280	0,14658	0,12264	0,15230	0,12181	0,16039	0,13286	0,19679	0,15782	0,25285	0,16989	0,23352	0,16834	0,25844	0,20859	0,25252	0,17097	0,20211	0,14608	0,16683	0,07887	0,10968	0,07545	0,06677	0,03293	0,03859	0,02626	0,02642	0,00801	0,00847	0,00926	0,01228	0,00912	0,01337	0,01156	0,00189	-0,00370	0,00255	0,00229
0,05283	0,05855	0,06904	0,08670	0,07752	0,11034	0,07986	0,10975	0,09972	0,13750	0,12977	0,13211	0,11770	0,13263	0,12290	0,17262	0,15276	0,19623	0,14977	0,24430	0,20205	0,29004	0,23667	0,31046	0,22878	0,31720	0,24953	0,31359	0,21007	0,28981	0,17656	0,18676	0,12754	0,12737	0,09021	0,07670	0,04908	0,05329	0,03218	0,02014	0,01261	0,00712	0,01284	0,01287	0,00495	0,01254	0,00446	0,01070	0,01051	0,00212	0,00189
