22,60000	22,80000	23,00000	23,20000	23,40000	23,60000	23,80000	24,00000	24,20000	24,40000	24,60000	24,80000	25,00000	25,20000	25,40000	25,60000	25,80000	26,00000	26,20000	26,40000	26,60000	26,80000	27,00000	27,20000	27,40000
22,60000	22,80000	23,00000	23,20000	23,40000	23,60000	23,80000	24,00000	24,20000	24,40000	24,60000	24,80000	25,00000	25,20000	25,40000	25,60000	25,80000	26,00000	26,20000	26,40000	26,60000	26,80000	27,00000	27,20000	27,40000
0,12721	0,12187	0,12544	0,12996	0,13046	0,12530	0,13108	0,12467	0,12807	0,12253	0,12621	0,12237	0,12748	0,12785	0,12897	0,12214	0,12868	0,12847	0,12680	0,12693	0,12701	0,12117	0,12787	0,12536	0,12738
0,12238	0,12646	0,12894	0,12838	0,12709	0,13187	0,12738	0,12557	0,12934	0,12462	0,12653	0,12749	0,12780	0,12890	0,12804	0,12897	0,12769	0,12164	0,12532	0,12181	0,12535	0,12143	0,12583	0,12067	0,12067
0,12274	0,12810	0,12566	0,13006	0,12487	0,13031	0,12357	0,12544	0,12666	0,12077	0,12670	0,12503	0,12454	0,12797	0,12757	0,12250	0,12751	0,12361	0,12531	0,12939	0,12825	0,12454	0,12891	0,12708	0,12727
0,12248	0,12466	0,12589	0,12902	0,12742	0,12885	0,12827	0,12292	0,12138	0,12206	0,13130	0,13049	0,13721	0,13475	0,13556	0,13289	0,13000	0,12889	0,12911	0,12862	0,13023	0,12349	0,12403	0,12095	0,12564
0,12490	0,12231	0,12784	0,12756	0,12594	0,12778	0,12072	0,12763	0,12495	0,13273	0,14057	0,13974	0,14730	0,14205	0,14314	0,13140	0,13016	0,12297	0,12775	0,12790	0,12963	0,12300	0,12260	0,12314	0,12740
0,12321	0,12789	0,12801	0,12556	0,12688	0,12910	0,12813	0,13114	0,13232	0,13873	0,14486	0,14205	0,14684	0,14456	0,14393	0,13237	0,13529	0,13304	0,12341	0,12282	0,12562	0,13013	0,13020	0,12864	0,12771
0,12531	0,12242	0,12759	0,12227	0,13075	0,12697	0,12845	0,13448	0,12958	0,13741	0,14200	0,13860	0,14173	0,14246	0,13842	0,13219	0,12460	0,13174	0,13140	0,12363	0,12877	0,12717	0,12782	0,12740	0,12816
0,12708	0,12707	0,12971	0,12471	0,13321	0,13491	0,13577	0,13329	0,13309	0,13161	0,13654	0,14258	0,15218	0,14714	0,14441	0,13278	0,12445	0,12432	0,12960	0,12838	0,12731	0,12860	0,12515	0,12479	0,12837
0,12779	0,12645	0,12804	0,12858	0,12868	0,13469	0,13607	0,13484	0,13397	0,13469	0,14235	0,15745	0,17719	0,18291	0,17467	0,15901	0,14366	0,12940	0,12644	0,12698	0,13007	0,12805	0,12269	0,12754	0,12369
0,12240	0,12858	0,13080	0,13223	0,12953	0,13731	0,13183	0,13706	0,13381	0,13973	0,15423	0,17501	0,18364	0,20153	0,20448	0,19217	0,16932	0,15071	0,13545	0,13270	0,13103	0,12534	0,12714	0,12482	0,12621
0,12819	0,12339	0,13078	0,12771	0,13657	0,13954	0,13888	0,13739	0,14088	0,14977	0,15279	0,15974	0,16039	0,18069	0,21569	0,22889	0,20763	0,16929	0,14775	0,13326	0,13264	0,12668	0,13067	0,12364	0,12509
0,12380	0,13013	0,13177	0,12848	0,13681	0,13803	0,14086	0,14424	0,14764	0,15756	0,14752	0,13617	0,13288	0,17063	0,22947	0,25750	0,24285	0,20394	0,15713	0,13486	0,12775	0,13121	0,13069	0,13058	0,12778
0,12908	0,12902	0,12929	0,13304	0,13325	0,13021	0,13596	0,15144	0,16885	0,17635	0,17412	0,18667	0,18643	0,25162	0,29102	0,29864	0,27638	0,21792	0,17517	0,14298	0,12678	0,13071	0,12390	0,13068	0,12791
0,12554	0,13047	0,12742	0,12114	0,12838	0,13630	0,15331	0,17572	0,18931	0,22542	0,29656	0,40954	0,47564	0,48287	0,42284	0,34909	0,28263	0,23084	0,17482	0,14250	0,13296	0,12262	0,12944	0,12831	0,12822
0,12764	0,12810	0,12182	0,12708	0,12782	0,15562	0,18509	0,20633	0,22632	0,29877	0,47372	0,74271	0,85645	0,77603	0,56049	0,37029	0,26758	0,21138	0,17096	0,14600	0,12913	0,12687	0,12889	0,12949	0,12752
0,12678	0,12838	0,12383	0,12760	0,13902	0,17445	0,20279	0,21064	0,23310	0,35802	0,61542	0,93857	1,07848	0,91965	0,60130	0,36213	0,22937	0,18113	0,15896	0,13679	0,13159	0,12876	0,12140	0,12905	0,12698
0,12710	0,12169	0,12185	0,13136	0,14583	0,17606	0,19288	0,19857	0,22177	0,31758	0,57659	0,81842	0,96685	0,80307	0,55784	0,29104	0,18646	0,15228	0,13969	0,13274	0,12346	0,12779	0,12583	0,12587	0,12256
