480,502	7466
480,656	7437
480,809	7389
480,962	7518
481,115	7455
481,269	7413
481,422	7435
481,575	7491
481,728	7399
481,881	7423
482,034	7468
482,188	7485
482,341	7428
482,494	7398
482,647	7429
482,800	7409
482,953	7404
483,106	7402
483,259	7314
483,412	7424
483,566	7351
483,719	7379
483,872	7410
484,025	7306
484,178	7346
484,331	7337
484,484	7322
484,637	7312
484,790	7301
484,943	7267
485,096	7372
485,249	7295
485,402	7273
485,555	7325
485,707	7285
485,860	7316
486,013	7281
486,166	7264
486,319	7303
486,472	7232
486,625	7308
486,778	7314
486,931	7208
487,083	7349
487,236	7316
487,389	7346
487,542	7321
487,695	7358
487,848	7349
488,000	7277
488,153	7345
488,306	7384
488,459	7293
488,611	7403
488,764	7317
488,917	7462
489,070	7379
489,222	7369
489,375	7431
489,528	7409
489,680	7329
489,833	7379
489,986	7347
490,138	7337
490,291	7350
490,444	7321
490,596	7331
490,749	7355
490,902	7411
491,054	7300
491,207	7392
491,359	7358
491,512	7330
491,664	7373
491,817	7352
491,970	7406
492,122	7396
492,275	7471
492,427	7416
492,580	7435
492,732	7447
492,885	7485
493,037	7394
493,190	7506
493,342	7541
493,494	7550
493,647	7551
493,799	7553
493,952	7498
494,104	7564
494,257	7601
494,409	7589
494,561	7520
494,714	7675
494,866	7642
495,018	7597
495,171	7536
495,323	7650
495,475	7577
495,628	7686
495,780	7609
495,932	7564
496,085	7541
496,237	7558
496,389	7611
496,541	7610
496,694	7564
496,846	7711
496,998	7608
497,150	7646
497,303	7544
497,455	7728
497,607	7626
497,759	7632
497,911	7632
498,064	7683
498,216	7668
498,368	7635
498,520	7769
498,672	7768
498,824	7748
498,976	7846
499,128	7770
499,281	7883
499,433	7807
499,585	7783
499,737	7805
499,889	7747
500,041	7849
500,193	7923
500,345	7802
500,497	7815
500,649	7901
500,801	7855
500,953	7775
501,105	7819
501,257	7879
501,409	7823
501,561	7846
501,713	7869
501,865	7868
502,017	7883
502,168	7932
502,320	7915
502,472	7922
502,624	7906
502,776	7843
502,928	7967
503,080	8015
503,232	8100
503,383	8110
503,535	7932
503,687	8048
503,839	8189
503,991	8143
504,142	8047
504,294	8110
504,446	7999
504,598	8179
504,749	8179
504,901	8256
505,053	8159
505,205	8186
505,356	8147
505,508	8188
505,660	8075
505,811	8210
505,963	8193
506,115	8207
506,266	8273
506,418	8221
506,570	8243
506,721	8135
506,873	8212
507,025	8259
507,176	8237
507,328	8265
507,479	8222
507,631	8283
507,782	8251
507,934	8288
508,086	8344
508,237	8388
508,389	8393
508,540	8355
508,692	8312
508,843	8451
508,995	8318
509,146	8450
509,298	8405
509,449	8278
509,600	8262
509,752	8407
509,903	8453
510,055	8304
510,206	8392
510,358	8359
510,509	8395
510,660	8402
510,812	8431
510,963	8396
511,114	8303
511,266	8371
511,417	8413
511,568	8390
511,720	8466
511,871	8484
512,022	8419
512,174	8409
512,325	8391
512,476	8461
512,627	8418
512,779	8477
512,930	8402
513,081	8534
513,232	8515
513,384	8638
513,535	8533
513,686	8575
513,837	8462
513,988	8546
514,139	8537
514,291	8615
514,442	8484
514,593	8616
514,744	8692
514,895	8665
515,046	8615
515,197	8604
515,348	8730
515,499	8766
515,651	8751
515,802	8724
515,953	8759
516,104	8888
516,255	8765
516,406	8796
516,557	8792
516,708	8949
516,859	8876
517,010	8928
517,161	8940
517,312	8836
517,463	9007
517,614	8960
517,764	8933
517,915	8951
518,066	8866
518,217	8962
518,368	9042
518,519	8981
518,670	8969
518,821	9167
518,972	9105
519,122	9120
519,273	9182
519,424	9120
519,575	9172
519,726	9228
519,877	9177
520,027	9190
520,178	9317
520,329	9226
520,480	9278
520,630	9279
520,781	9267
520,932	9361
521,083	9354
521,233	9346
521,384	9398
521,535	9335
521,685	9353
521,836	9387
521,987	9447
522,137	9416
522,288	9496
522,439	9468
522,589	9556
522,740	9544
522,891	9451
523,041	9654
523,192	9570
523,342	9625
523,493	9623
523,644	9653
523,794	9601
523,945	9649
524,095	9764
524,246	9698
524,396	9708
524,547	9934
524,697	9721
524,848	9766
524,998	9908
525,149	9799
525,299	9789
525,450	9792
525,600	9944
525,751	9922
525,901	9791
526,051	9867
526,202	9817
526,352	9988
526,503	9967
526,653	10047
526,803	9986
526,954	9939
527,104	10007
527,254	10015
527,405	10120
527,555	10047
527,705	10140
527,856	10198
528,006	10242
528,156	10200
528,306	10182
528,457	10222
528,607	10109
528,757	10259
528,907	10189
529,058	10304
529,208	10297
529,358	10263
529,508	10208
529,658	10370
529,809	10321
